year,nomination,film,win
1927,ACTOR,The Noose,FALSE
1927,ACTOR,The Last Command,TRUE
1927,ACTRESS,A Ship Comes In,FALSE
1927,ACTRESS,7th Heaven,TRUE
1927,ACTRESS,Sadie Thompson,FALSE
1927,ART DIRECTION,Sunrise,FALSE
1927,ART DIRECTION,The Dove;,TRUE
1927,ART DIRECTION,7th Heaven,FALSE
1927,CINEMATOGRAPHY,The Devil Dancer;,FALSE
1927,CINEMATOGRAPHY,Sunrise,TRUE
1927,CINEMATOGRAPHY,Sunrise,TRUE
1927,DIRECTING (Comedy Picture),Two Arabian Knights,TRUE
1927,DIRECTING (Comedy Picture),Speedy,FALSE
1927,DIRECTING (Dramatic Picture),7th Heaven,TRUE
1927,DIRECTING (Dramatic Picture),Sorrell and Son,FALSE
1927,DIRECTING (Dramatic Picture),The Crowd,FALSE
1927,ENGINEERING EFFECTS,,FALSE
1927,ENGINEERING EFFECTS,Wings,TRUE
1927,ENGINEERING EFFECTS,,FALSE
1927,OUTSTANDING PICTURE,The Racket,FALSE
1927,OUTSTANDING PICTURE,7th Heaven,FALSE
1927,OUTSTANDING PICTURE,Wings,TRUE
1927,UNIQUE AND ARTISTIC PICTURE,Sunrise,TRUE
1927,UNIQUE AND ARTISTIC PICTURE,The Crowd,FALSE
1927,UNIQUE AND ARTISTIC PICTURE,Chang,FALSE
1927,WRITING (Adaptation),The Jazz Singer,FALSE
1927,WRITING (Adaptation),Glorious Betsy,FALSE
1927,WRITING (Adaptation),7th Heaven,TRUE
1927,WRITING (Original Story),The Last Command,FALSE
1927,WRITING (Original Story),Underworld,TRUE
1927,WRITING (Title Writing),The Private Life of Helen of Troy,FALSE
1927,WRITING (Title Writing),,TRUE
1927,WRITING (Title Writing),,FALSE
1927,SPECIAL AWARD,,TRUE
1927,SPECIAL AWARD,,TRUE
1928,ACTOR,Thunderbolt,FALSE
1928,ACTOR,In Old Arizona,TRUE
1928,ACTOR,Alibi,FALSE
1928,ACTOR,The Valiant,FALSE
1928,ACTOR,The Patriot,FALSE
1928,ACTRESS,Madame X,FALSE
1928,ACTRESS,The Barker,FALSE
1928,ACTRESS,The Letter,FALSE
1928,ACTRESS,The Divine Lady,FALSE
1928,ACTRESS,The Broadway Melody,FALSE
1928,ACTRESS,Coquette,TRUE
1928,ART DIRECTION,The Patriot,FALSE
1928,ART DIRECTION,The Bridge of San Luis Rey,TRUE
1928,ART DIRECTION,Dynamite,FALSE
1928,ART DIRECTION,Alibi;,FALSE
1928,ART DIRECTION,Street Angel,FALSE
1928,CINEMATOGRAPHY,Our Dancing Daughters,FALSE
1928,CINEMATOGRAPHY,White Shadows in the South Seas,TRUE
1928,CINEMATOGRAPHY,In Old Arizona,FALSE
1928,CINEMATOGRAPHY,Four Devils;,FALSE
1928,CINEMATOGRAPHY,The Divine Lady,FALSE
1928,DIRECTING,Madame X,FALSE
1928,DIRECTING,The Broadway Melody,FALSE
1928,DIRECTING,In Old Arizona,FALSE
1928,DIRECTING,The Divine Lady,TRUE
1928,DIRECTING,Drag;,FALSE
1928,DIRECTING,The Patriot,FALSE
1928,OUTSTANDING PICTURE,Alibi,FALSE
1928,OUTSTANDING PICTURE,In Old Arizona,FALSE
1928,OUTSTANDING PICTURE,The Broadway Melody,TRUE
1928,OUTSTANDING PICTURE,Hollywood Revue,FALSE
1928,OUTSTANDING PICTURE,The Patriot,FALSE
1928,WRITING,In Old Arizona;,FALSE
1928,WRITING,The Cop;,FALSE
1928,WRITING,The Last of Mrs. Cheyney,FALSE
1928,WRITING,The Patriot,TRUE
1928,WRITING,Our Dancing Daughters,FALSE
1928,WRITING,A Woman of Affairs;,FALSE
1929,ACTOR,Disraeli,TRUE
1929,ACTOR,The Green Goddess,FALSE
1929,ACTOR,The Big House,FALSE
1929,ACTOR,The Big Pond,FALSE
1929,ACTOR,Bulldog Drummond,FALSE
1929,ACTOR,The Rogue Song,FALSE
1929,ACTRESS,The Devil's Holiday,FALSE
1929,ACTRESS,Sarah and Son,FALSE
1929,ACTRESS,Anna Christie,FALSE
1929,ACTRESS,The Divorcee,TRUE
1929,ACTRESS,Their Own Desire,FALSE
1929,ACTRESS,The Trespasser,FALSE
1929,ART DIRECTION,Bulldog Drummond,FALSE
1929,ART DIRECTION,King of Jazz,TRUE
1929,ART DIRECTION,The Love Parade,FALSE
1929,ART DIRECTION,Sally,FALSE
1929,ART DIRECTION,The Vagabond King,FALSE
1929,CINEMATOGRAPHY,All Quiet on the Western Front,FALSE
1929,CINEMATOGRAPHY,Anna Christie,FALSE
1929,CINEMATOGRAPHY,Hell's Angels,FALSE
1929,CINEMATOGRAPHY,The Love Parade,FALSE
1929,CINEMATOGRAPHY,With Byrd at the South Pole,TRUE
1929,DIRECTING,Anna Christie;,FALSE
1929,DIRECTING,The Divorcee,FALSE
1929,DIRECTING,The Love Parade,FALSE
1929,DIRECTING,All Quiet on the Western Front,TRUE
1929,DIRECTING,Hallelujah,FALSE
1929,OUTSTANDING PRODUCTION,All Quiet on the Western Front,TRUE
1929,OUTSTANDING PRODUCTION,The Big House,FALSE
1929,OUTSTANDING PRODUCTION,Disraeli,FALSE
1929,OUTSTANDING PRODUCTION,The Divorcee,FALSE
1929,OUTSTANDING PRODUCTION,The Love Parade,FALSE
1929,SOUND RECORDING,The Big House,TRUE
1929,SOUND RECORDING,The Case of Sergeant Grischa,FALSE
1929,SOUND RECORDING,The Love Parade,FALSE
1929,SOUND RECORDING,Raffles,FALSE
1929,SOUND RECORDING,Song of the Flame,FALSE
1929,WRITING,All Quiet on the Western Front,FALSE
1929,WRITING,The Big House,TRUE
1929,WRITING,Disraeli,FALSE
1929,WRITING,The Divorcee,FALSE
1929,WRITING,Street of Chance,FALSE
1930,ACTOR,A Free Soul,TRUE
1930,ACTOR,Skippy,FALSE
1930,ACTOR,Cimarron,FALSE
1930,ACTOR,The Royal Family of Broadway,FALSE
1930,ACTOR,The Front Page,FALSE
1930,ACTRESS,Morocco,FALSE
1930,ACTRESS,Min and Bill,TRUE
1930,ACTRESS,Cimarron,FALSE
1930,ACTRESS,Holiday,FALSE
1930,ACTRESS,A Free Soul,FALSE
1930,ART DIRECTION,Cimarron,TRUE
1930,ART DIRECTION,Just Imagine,FALSE
1930,ART DIRECTION,Morocco,FALSE
1930,ART DIRECTION,Svengali,FALSE
1930,ART DIRECTION,Whoopee!,FALSE
1930,CINEMATOGRAPHY,Cimarron,FALSE
1930,CINEMATOGRAPHY,Morocco,FALSE
1930,CINEMATOGRAPHY,The Right to Love,FALSE
1930,CINEMATOGRAPHY,Svengali,FALSE
1930,CINEMATOGRAPHY,Tabu,TRUE
1930,DIRECTING,Cimarron,FALSE
1930,DIRECTING,A Free Soul,FALSE
1930,DIRECTING,The Front Page,FALSE
1930,DIRECTING,Morocco,FALSE
1930,DIRECTING,Skippy,TRUE
1930,OUTSTANDING PRODUCTION,Cimarron,TRUE
1930,OUTSTANDING PRODUCTION,East Lynne,FALSE
1930,OUTSTANDING PRODUCTION,The Front Page,FALSE
1930,OUTSTANDING PRODUCTION,Skippy,FALSE
1930,OUTSTANDING PRODUCTION,Trader Horn,FALSE
1930,SOUND RECORDING,,FALSE
1930,SOUND RECORDING,,FALSE
1930,SOUND RECORDING,,TRUE
1930,SOUND RECORDING,,FALSE
1930,WRITING (Adaptation),Cimarron,TRUE
1930,WRITING (Adaptation),The Criminal Code,FALSE
1930,WRITING (Adaptation),Holiday,FALSE
1930,WRITING (Adaptation),Little Caesar,FALSE
1930,WRITING (Adaptation),Skippy,FALSE
1930,WRITING (Original Story),The Dawn Patrol,TRUE
1930,WRITING (Original Story),The Doorway to Hell,FALSE
1930,WRITING (Original Story),Laughter,FALSE
1930,WRITING (Original Story),The Public Enemy,FALSE
1930,WRITING (Original Story),Smart Money,FALSE
1931,ACTOR,The Champ,TRUE
1931,ACTOR,The Guardsman,FALSE
1931,ACTOR,Dr. Jekyll and Mr. Hyde,TRUE
1931,ACTRESS,Emma,FALSE
1931,ACTRESS,The Guardsman,FALSE
1931,ACTRESS,The Sin of Madelon Claudet,TRUE
1931,ART DIRECTION,À Nous la Liberté,FALSE
1931,ART DIRECTION,Arrowsmith,FALSE
1931,ART DIRECTION,Transatlantic,TRUE
1931,CINEMATOGRAPHY,Arrowsmith,FALSE
1931,CINEMATOGRAPHY,Dr. Jekyll and Mr. Hyde,FALSE
1931,CINEMATOGRAPHY,Shanghai Express,TRUE
1931,DIRECTING,Bad Girl,TRUE
1931,DIRECTING,The Champ,FALSE
1931,DIRECTING,Shanghai Express,FALSE
1931,OUTSTANDING PRODUCTION,Arrowsmith,FALSE
1931,OUTSTANDING PRODUCTION,Bad Girl,FALSE
1931,OUTSTANDING PRODUCTION,The Champ,FALSE
1931,OUTSTANDING PRODUCTION,Five Star Final,FALSE
1931,OUTSTANDING PRODUCTION,Grand Hotel,TRUE
1931,OUTSTANDING PRODUCTION,One Hour with You,FALSE
1931,OUTSTANDING PRODUCTION,Shanghai Express,FALSE
1931,OUTSTANDING PRODUCTION,The Smiling Lieutenant,FALSE
1931,SHORT SUBJECT (Cartoon),Flowers and Trees,TRUE
1931,SHORT SUBJECT (Cartoon),It's Got Me Again,FALSE
1931,SHORT SUBJECT (Cartoon),Mickey's Orphans,FALSE
1931,SHORT SUBJECT (Comedy),The Loud Mouth,FALSE
1931,SHORT SUBJECT (Comedy),The Music Box,TRUE
1931,SHORT SUBJECT (Comedy),Scratch-As-Catch-Can,FALSE
1931,SHORT SUBJECT (Comedy),Stout Hearts and Willing Hands,FALSE
1931,SHORT SUBJECT (Novelty),Screen Souvenirs,FALSE
1931,SHORT SUBJECT (Novelty),Swing High,FALSE
1931,SHORT SUBJECT (Novelty),Wrestling Swordfish,TRUE
1931,SOUND RECORDING,,FALSE
1931,SOUND RECORDING,,TRUE
1931,SOUND RECORDING,,FALSE
1931,SOUND RECORDING,,FALSE
1931,WRITING (Adaptation),Arrowsmith,FALSE
1931,WRITING (Adaptation),Bad Girl,TRUE
1931,WRITING (Adaptation),Dr. Jekyll and Mr. Hyde,FALSE
1931,WRITING (Original Story),The Champ,TRUE
1931,WRITING (Original Story),Lady and Gent,FALSE
1931,WRITING (Original Story),The Star Witness,FALSE
1931,WRITING (Original Story),What Price Hollywood?,FALSE
1931,SPECIAL AWARD,,TRUE
1932,ACTOR,Berkeley Square,FALSE
1932,ACTOR,The Private Life of Henry VIII,TRUE
1932,ACTOR,I Am a Fugitive from a Chain Gang,FALSE
1932,ACTRESS,Morning Glory,TRUE
1932,ACTRESS,Lady for a Day,FALSE
1932,ACTRESS,Cavalcade,FALSE
1932,ART DIRECTION,Cavalcade,TRUE
1932,ART DIRECTION,A Farewell to Arms,FALSE
1932,ART DIRECTION,When Ladies Meet,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,FALSE
1932,ASSISTANT DIRECTOR,,TRUE
1932,ASSISTANT DIRECTOR,,FALSE
1932,CINEMATOGRAPHY,A Farewell to Arms,TRUE
1932,CINEMATOGRAPHY,Reunion in Vienna,FALSE
1932,CINEMATOGRAPHY,The Sign of the Cross,FALSE
1932,DIRECTING,Cavalcade,TRUE
1932,DIRECTING,Lady for a Day,FALSE
1932,DIRECTING,Little Women,FALSE
1932,OUTSTANDING PRODUCTION,Cavalcade,TRUE
1932,OUTSTANDING PRODUCTION,A Farewell to Arms,FALSE
1932,OUTSTANDING PRODUCTION,42nd Street,FALSE
1932,OUTSTANDING PRODUCTION,I Am a Fugitive from a Chain Gang,FALSE
1932,OUTSTANDING PRODUCTION,Lady for a Day,FALSE
1932,OUTSTANDING PRODUCTION,Little Women,FALSE
1932,OUTSTANDING PRODUCTION,The Private Life of Henry VIII,FALSE
1932,OUTSTANDING PRODUCTION,She Done Him Wrong,FALSE
1932,OUTSTANDING PRODUCTION,Smilin' Through,FALSE
1932,OUTSTANDING PRODUCTION,State Fair,FALSE
1932,SHORT SUBJECT (Cartoon),Building a Building,FALSE
1932,SHORT SUBJECT (Cartoon),The Merry Old Soul,FALSE
1932,SHORT SUBJECT (Cartoon),The Three Little Pigs,TRUE
1932,SHORT SUBJECT (Comedy),Mister Mugg,FALSE
1932,SHORT SUBJECT (Comedy),A Preferred List,FALSE
1932,SHORT SUBJECT (Comedy),So This Is Harris,TRUE
1932,SHORT SUBJECT (Novelty),Krakatoa,TRUE
1932,SHORT SUBJECT (Novelty),Menu,FALSE
1932,SHORT SUBJECT (Novelty),The Sea,FALSE
1932,SOUND RECORDING,A Farewell to Arms,TRUE
1932,SOUND RECORDING,42nd Street,FALSE
1932,SOUND RECORDING,Gold Diggers of 1933,FALSE
1932,SOUND RECORDING,I Am a Fugitive from a Chain Gang,FALSE
1932,WRITING (Adaptation),Lady for a Day,FALSE
1932,WRITING (Adaptation),Little Women,TRUE
1932,WRITING (Adaptation),State Fair,FALSE
1932,WRITING (Original Story),One Way Passage,TRUE
1932,WRITING (Original Story),The Prizefighter and the Lady,FALSE
1932,WRITING (Original Story),Rasputin and the Empress,FALSE
1934,ACTOR,It Happened One Night,TRUE
1934,ACTOR,The Affairs of Cellini,FALSE
1934,ACTOR,The Thin Man,FALSE
1934,ACTRESS,It Happened One Night,TRUE
1934,ACTRESS,Of Human Bondage,FALSE
1934,ACTRESS,One Night of Love,FALSE
1934,ACTRESS,The Barretts of Wimpole Street,FALSE
1934,ART DIRECTION,The Affairs of Cellini,FALSE
1934,ART DIRECTION,The Gay Divorcee,FALSE
1934,ART DIRECTION,The Merry Widow,TRUE
1934,ASSISTANT DIRECTOR,Cleopatra,FALSE
1934,ASSISTANT DIRECTOR,Imitation of Life,FALSE
1934,ASSISTANT DIRECTOR,Viva Villa!,TRUE
1934,CINEMATOGRAPHY,The Affairs of Cellini,FALSE
1934,CINEMATOGRAPHY,Cleopatra,TRUE
1934,CINEMATOGRAPHY,Operator 13,FALSE
1934,DIRECTING,It Happened One Night,TRUE
1934,DIRECTING,One Night of Love,FALSE
1934,DIRECTING,The Thin Man,FALSE
1934,FILM EDITING,Cleopatra,FALSE
1934,FILM EDITING,Eskimo,TRUE
1934,FILM EDITING,One Night of Love,FALSE
1934,MUSIC (Scoring),The Gay Divorcee,FALSE
1934,MUSIC (Scoring),The Lost Patrol,FALSE
1934,MUSIC (Scoring),One Night of Love,TRUE
1934,MUSIC (Song),Flying Down to Rio,FALSE
1934,MUSIC (Song),The Gay Divorcee,TRUE
1934,MUSIC (Song),She Loves Me Not,FALSE
1934,OUTSTANDING PRODUCTION,The Barretts of Wimpole Street,FALSE
1934,OUTSTANDING PRODUCTION,Cleopatra,FALSE
1934,OUTSTANDING PRODUCTION,Flirtation Walk,FALSE
1934,OUTSTANDING PRODUCTION,The Gay Divorcee,FALSE
1934,OUTSTANDING PRODUCTION,Here Comes the Navy,FALSE
1934,OUTSTANDING PRODUCTION,The House of Rothschild,FALSE
1934,OUTSTANDING PRODUCTION,Imitation of Life,FALSE
1934,OUTSTANDING PRODUCTION,It Happened One Night,TRUE
1934,OUTSTANDING PRODUCTION,One Night of Love,FALSE
1934,OUTSTANDING PRODUCTION,The Thin Man,FALSE
1934,OUTSTANDING PRODUCTION,Viva Villa!,FALSE
1934,OUTSTANDING PRODUCTION,The White Parade,FALSE
1934,SHORT SUBJECT (Cartoon),Holiday Land,FALSE
1934,SHORT SUBJECT (Cartoon),Jolly Little Elves,FALSE
1934,SHORT SUBJECT (Cartoon),The Tortoise and the Hare,TRUE
1934,SHORT SUBJECT (Comedy),La Cucaracha,TRUE
1934,SHORT SUBJECT (Comedy),Men in Black,FALSE
1934,SHORT SUBJECT (Comedy),"What, No Men!",FALSE
1934,SHORT SUBJECT (Novelty),Bosom Friends,FALSE
1934,SHORT SUBJECT (Novelty),City of Wax,TRUE
1934,SHORT SUBJECT (Novelty),Strikes and Spares,FALSE
1934,SOUND RECORDING,The Affairs of Cellini,FALSE
1934,SOUND RECORDING,Cleopatra,FALSE
1934,SOUND RECORDING,Flirtation Walk,FALSE
1934,SOUND RECORDING,The Gay Divorcee,FALSE
1934,SOUND RECORDING,Imitation of Life,FALSE
1934,SOUND RECORDING,One Night of Love,TRUE
1934,SOUND RECORDING,Viva Villa!,FALSE
1934,SOUND RECORDING,The White Parade,FALSE
1934,WRITING (Adaptation),It Happened One Night,TRUE
1934,WRITING (Adaptation),The Thin Man,FALSE
1934,WRITING (Adaptation),Viva Villa!,FALSE
1934,WRITING (Original Story),Hide-Out,FALSE
1934,WRITING (Original Story),Manhattan Melodrama,TRUE
1934,WRITING (Original Story),The Richest Girl in the World,FALSE
1934,SPECIAL AWARD,,TRUE
1935,ACTOR,Mutiny on the Bounty,FALSE
1935,ACTOR,Mutiny on the Bounty,FALSE
1935,ACTOR,The Informer,TRUE
1935,ACTOR,Black Fury,FALSE
1935,ACTOR,Mutiny on the Bounty,FALSE
1935,ACTRESS,Escape Me Never,FALSE
1935,ACTRESS,Private Worlds,FALSE
1935,ACTRESS,Dangerous,TRUE
1935,ACTRESS,Alice Adams,FALSE
1935,ACTRESS,Becky Sharp,FALSE
1935,ACTRESS,The Dark Angel,FALSE
1935,ART DIRECTION,The Dark Angel,TRUE
1935,ART DIRECTION,The Lives of a Bengal Lancer,FALSE
1935,ART DIRECTION,Top Hat,FALSE
1935,ASSISTANT DIRECTOR,David Copperfield,FALSE
1935,ASSISTANT DIRECTOR,Les Miserables,FALSE
1935,ASSISTANT DIRECTOR,The Lives of a Bengal Lancer,TRUE
1935,ASSISTANT DIRECTOR,A Midsummer Night's Dream,FALSE
1935,CINEMATOGRAPHY,Barbary Coast,FALSE
1935,CINEMATOGRAPHY,The Crusades,FALSE
1935,CINEMATOGRAPHY,Les Miserables,FALSE
1935,CINEMATOGRAPHY,A Midsummer Night's Dream,TRUE
1935,DANCE DIRECTION,Gold Diggers of 1935,FALSE
1935,DANCE DIRECTION,Go into Your Dance;,FALSE
1935,DANCE DIRECTION,Broadway Melody of 1936;,TRUE
1935,DANCE DIRECTION,King of Burlesque,FALSE
1935,DANCE DIRECTION,Top Hat,FALSE
1935,DANCE DIRECTION,Big Broadcast of 1936;,FALSE
1935,DANCE DIRECTION,She,FALSE
1935,DIRECTING,Captain Blood,FALSE
1935,DIRECTING,The Informer,TRUE
1935,DIRECTING,The Lives of a Bengal Lancer,FALSE
1935,DIRECTING,Mutiny on the Bounty,FALSE
1935,FILM EDITING,David Copperfield,FALSE
1935,FILM EDITING,The Informer,FALSE
1935,FILM EDITING,Les Miserables,FALSE
1935,FILM EDITING,The Lives of a Bengal Lancer,FALSE
1935,FILM EDITING,A Midsummer Night's Dream,TRUE
1935,FILM EDITING,Mutiny on the Bounty,FALSE
1935,MUSIC (Scoring),Captain Blood,FALSE
1935,MUSIC (Scoring),The Informer,TRUE
1935,MUSIC (Scoring),Mutiny on the Bounty,FALSE
1935,MUSIC (Scoring),Peter Ibbetson,FALSE
1935,MUSIC (Song),Top Hat,FALSE
1935,MUSIC (Song),Roberta,FALSE
1935,MUSIC (Song),Gold Diggers of 1935,TRUE
1935,OUTSTANDING PRODUCTION,Alice Adams,FALSE
1935,OUTSTANDING PRODUCTION,Broadway Melody of 1936,FALSE
1935,OUTSTANDING PRODUCTION,Captain Blood,FALSE
1935,OUTSTANDING PRODUCTION,David Copperfield,FALSE
1935,OUTSTANDING PRODUCTION,The Informer,FALSE
1935,OUTSTANDING PRODUCTION,Les Miserables,FALSE
1935,OUTSTANDING PRODUCTION,The Lives of a Bengal Lancer,FALSE
1935,OUTSTANDING PRODUCTION,A Midsummer Night's Dream,FALSE
1935,OUTSTANDING PRODUCTION,Mutiny on the Bounty,TRUE
1935,OUTSTANDING PRODUCTION,Naughty Marietta,FALSE
1935,OUTSTANDING PRODUCTION,Ruggles of Red Gap,FALSE
1935,OUTSTANDING PRODUCTION,Top Hat,FALSE
1935,SHORT SUBJECT (Cartoon),The Calico Dragon,FALSE
1935,SHORT SUBJECT (Cartoon),Three Orphan Kittens,TRUE
1935,SHORT SUBJECT (Cartoon),Who Killed Cock Robin?,FALSE
1935,SHORT SUBJECT (Comedy),How to Sleep,TRUE
1935,SHORT SUBJECT (Comedy),"Oh, My Nerves",FALSE
1935,SHORT SUBJECT (Comedy),Tit for Tat,FALSE
1935,SHORT SUBJECT (Novelty),Audioscopiks,FALSE
1935,SHORT SUBJECT (Novelty),Camera Thrills,FALSE
1935,SHORT SUBJECT (Novelty),Wings over Mt. Everest,TRUE
1935,SOUND RECORDING,Bride of Frankenstein,FALSE
1935,SOUND RECORDING,Captain Blood,FALSE
1935,SOUND RECORDING,The Dark Angel,FALSE
1935,SOUND RECORDING,I Dream Too Much,FALSE
1935,SOUND RECORDING,The Lives of a Bengal Lancer,FALSE
1935,SOUND RECORDING,Love Me Forever,FALSE
1935,SOUND RECORDING,Naughty Marietta,TRUE
1935,SOUND RECORDING,"$1,000 a Minute",FALSE
1935,SOUND RECORDING,Thanks a Million,FALSE
1935,WRITING (Original Story),Broadway Melody of 1936,FALSE
1935,WRITING (Original Story),G-Men,FALSE
1935,WRITING (Original Story),The Gay Deception,FALSE
1935,WRITING (Original Story),The Scoundrel,TRUE
1935,WRITING (Screenplay),Captain Blood,FALSE
1935,WRITING (Screenplay),The Informer,TRUE
1935,WRITING (Screenplay),The Lives of a Bengal Lancer,FALSE
1935,WRITING (Screenplay),Mutiny on the Bounty,FALSE
1935,SPECIAL AWARD,,TRUE
1936,ACTOR,Mr. Deeds Goes to Town,FALSE
1936,ACTOR,Dodsworth,FALSE
1936,ACTOR,The Story of Louis Pasteur,TRUE
1936,ACTOR,My Man Godfrey,FALSE
1936,ACTOR,San Francisco,FALSE
1936,ACTOR IN A SUPPORTING ROLE,My Man Godfrey,FALSE
1936,ACTOR IN A SUPPORTING ROLE,Come and Get It,TRUE
1936,ACTOR IN A SUPPORTING ROLE,Pigskin Parade,FALSE
1936,ACTOR IN A SUPPORTING ROLE,Romeo and Juliet,FALSE
1936,ACTOR IN A SUPPORTING ROLE,The General Died at Dawn,FALSE
1936,ACTRESS,Theodora Goes Wild,FALSE
1936,ACTRESS,Valiant Is the Word for Carrie,FALSE
1936,ACTRESS,My Man Godfrey,FALSE
1936,ACTRESS,The Great Ziegfeld,TRUE
1936,ACTRESS,Romeo and Juliet,FALSE
1936,ACTRESS IN A SUPPORTING ROLE,The Gorgeous Hussy,FALSE
1936,ACTRESS IN A SUPPORTING ROLE,My Man Godfrey,FALSE
1936,ACTRESS IN A SUPPORTING ROLE,These Three,FALSE
1936,ACTRESS IN A SUPPORTING ROLE,Dodsworth,FALSE
1936,ACTRESS IN A SUPPORTING ROLE,Anthony Adverse,TRUE
1936,ART DIRECTION,Anthony Adverse,FALSE
1936,ART DIRECTION,Dodsworth,TRUE
1936,ART DIRECTION,The Great Ziegfeld,FALSE
1936,ART DIRECTION,Lloyds of London,FALSE
1936,ART DIRECTION,The Magnificent Brute,FALSE
1936,ART DIRECTION,Romeo and Juliet,FALSE
1936,ART DIRECTION,Winterset,FALSE
1936,ASSISTANT DIRECTOR,Anthony Adverse,FALSE
1936,ASSISTANT DIRECTOR,The Charge of the Light Brigade,TRUE
1936,ASSISTANT DIRECTOR,The Garden of Allah,FALSE
1936,ASSISTANT DIRECTOR,The Last of the Mohicans,FALSE
1936,ASSISTANT DIRECTOR,San Francisco,FALSE
1936,CINEMATOGRAPHY,Anthony Adverse,TRUE
1936,CINEMATOGRAPHY,The General Died at Dawn,FALSE
1936,CINEMATOGRAPHY,The Gorgeous Hussy,FALSE
1936,DANCE DIRECTION,Gold Diggers of 1937,FALSE
1936,DANCE DIRECTION,Cain and Mabel,FALSE
1936,DANCE DIRECTION,The Great Ziegfeld,TRUE
1936,DANCE DIRECTION,Born to Dance,FALSE
1936,DANCE DIRECTION,One in a Million,FALSE
1936,DANCE DIRECTION,Dancing Pirate,FALSE
1936,DANCE DIRECTION,Swing Time,FALSE
1936,DIRECTING,Dodsworth,FALSE
1936,DIRECTING,The Great Ziegfeld,FALSE
1936,DIRECTING,Mr. Deeds Goes to Town,TRUE
1936,DIRECTING,My Man Godfrey,FALSE
1936,DIRECTING,San Francisco,FALSE
1936,FILM EDITING,Anthony Adverse,TRUE
1936,FILM EDITING,Come and Get It,FALSE
1936,FILM EDITING,The Great Ziegfeld,FALSE
1936,FILM EDITING,Lloyds of London,FALSE
1936,FILM EDITING,A Tale of Two Cities,FALSE
1936,FILM EDITING,Theodora Goes Wild,FALSE
1936,MUSIC (Scoring),Anthony Adverse,TRUE
1936,MUSIC (Scoring),The Charge of the Light Brigade,FALSE
1936,MUSIC (Scoring),The Garden of Allah,FALSE
1936,MUSIC (Scoring),The General Died at Dawn,FALSE
1936,MUSIC (Scoring),Winterset,FALSE
1936,MUSIC (Song),Suzy,FALSE
1936,MUSIC (Song),Born to Dance,FALSE
1936,MUSIC (Song),Trail of the Lonesome Pine,FALSE
1936,MUSIC (Song),Pennies from Heaven,FALSE
1936,MUSIC (Song),Swing Time,TRUE
1936,MUSIC (Song),"Sing, Baby, Sing",FALSE
1936,OUTSTANDING PRODUCTION,Anthony Adverse,FALSE
1936,OUTSTANDING PRODUCTION,Dodsworth,FALSE
1936,OUTSTANDING PRODUCTION,The Great Ziegfeld,TRUE
1936,OUTSTANDING PRODUCTION,Libeled Lady,FALSE
1936,OUTSTANDING PRODUCTION,Mr. Deeds Goes to Town,FALSE
1936,OUTSTANDING PRODUCTION,Romeo and Juliet,FALSE
1936,OUTSTANDING PRODUCTION,San Francisco,FALSE
1936,OUTSTANDING PRODUCTION,The Story of Louis Pasteur,FALSE
1936,OUTSTANDING PRODUCTION,A Tale of Two Cities,FALSE
1936,OUTSTANDING PRODUCTION,Three Smart Girls,FALSE
1936,SHORT SUBJECT (Cartoon),The Country Cousin,TRUE
1936,SHORT SUBJECT (Cartoon),Old Mill Pond,FALSE
1936,SHORT SUBJECT (Cartoon),Sinbad the Sailor,FALSE
1936,SHORT SUBJECT (Color),Give Me Liberty,TRUE
1936,SHORT SUBJECT (Color),La Fiesta de Santa Barbara,FALSE
1936,SHORT SUBJECT (Color),Popular Science J-6-2,FALSE
1936,SHORT SUBJECT (One-reel),Bored of Education,TRUE
1936,SHORT SUBJECT (One-reel),Moscow Moods,FALSE
1936,SHORT SUBJECT (One-reel),"Wanted, a Master",FALSE
1936,SHORT SUBJECT (Two-reel),Double or Nothing,FALSE
1936,SHORT SUBJECT (Two-reel),Dummy Ache,FALSE
1936,SHORT SUBJECT (Two-reel),The Public Pays,TRUE
1936,SOUND RECORDING,Banjo on My Knee,FALSE
1936,SOUND RECORDING,The Charge of the Light Brigade,FALSE
1936,SOUND RECORDING,Dodsworth,FALSE
1936,SOUND RECORDING,General Spanky,FALSE
1936,SOUND RECORDING,Mr. Deeds Goes to Town,FALSE
1936,SOUND RECORDING,San Francisco,TRUE
1936,SOUND RECORDING,The Texas Rangers,FALSE
1936,SOUND RECORDING,That Girl from Paris,FALSE
1936,SOUND RECORDING,Three Smart Girls,FALSE
1936,WRITING (Original Story),Fury,FALSE
1936,WRITING (Original Story),The Great Ziegfeld,FALSE
1936,WRITING (Original Story),San Francisco,FALSE
